Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
2024-12-19 10:55:00-05:00,131.61000061035156,131.7899932861328,131.1999969482422,131.6199951171875,1795823,0.0,0.0,2024-12-19 10:55:00
2024-12-19 11:00:00-05:00,131.58999633789062,131.77999877929688,131.13999938964844,131.20089721679688,1539222,0.0,0.0,2024-12-19 11:00:00
2024-12-19 11:05:00-05:00,131.1999969482422,131.42999267578125,130.80140686035156,130.96339416503906,1877368,0.0,0.0,2024-12-19 11:05:00
2024-12-19 11:10:00-05:00,130.97000122070312,131.44000244140625,130.82000732421875,131.39950561523438,1945858,0.0,0.0,2024-12-19 11:10:00
2024-12-19 11:15:00-05:00,131.40989685058594,132.1699981689453,131.3699951171875,132.00999450683594,2944883,0.0,0.0,2024-12-19 11:15:00
2024-12-19 11:20:00-05:00,132.00999450683594,133.14999389648438,131.99000549316406,132.92999267578125,3998108,0.0,0.0,2024-12-19 11:20:00
2024-12-19 11:25:00-05:00,132.91000366210938,133.44000244140625,132.75,133.14990234375,3317673,0.0,0.0,2024-12-19 11:25:00
2024-12-19 11:30:00-05:00,133.1199951171875,133.75,132.97000122070312,133.1822052001953,3365130,0.0,0.0,2024-12-19 11:30:00
2024-12-19 11:35:00-05:00,133.19000244140625,134.02999877929688,133.0301055908203,133.9300994873047,3191155,0.0,0.0,2024-12-19 11:35:00
2024-12-19 11:40:00-05:00,133.93499755859375,133.93499755859375,133.25,133.2740020751953,1982368,0.0,0.0,2024-12-19 11:40:00
2024-12-19 11:45:00-05:00,133.25999450683594,133.3300018310547,132.91000366210938,133.0135040283203,1846369,0.0,0.0,2024-12-19 11:45:00
2024-12-19 11:50:00-05:00,133.02000427246094,133.07000732421875,132.7100067138672,132.99989318847656,1574787,0.0,0.0,2024-12-19 11:50:00
2024-12-19 11:55:00-05:00,133.0,133.5050048828125,132.94000244140625,133.0500030517578,1796739,0.0,0.0,2024-12-19 11:55:00
2024-12-19 12:00:00-05:00,133.0500030517578,133.17999267578125,132.75999450683594,132.9698944091797,1125130,0.0,0.0,2024-12-19 12:00:00
2024-12-19 12:05:00-05:00,132.99000549316406,133.1699981689453,132.7700958251953,132.8699951171875,1130548,0.0,0.0,2024-12-19 12:05:00
2024-12-19 12:10:00-05:00,132.86500549316406,132.89999389648438,132.39999389648438,132.41000366210938,1610780,0.0,0.0,2024-12-19 12:10:00
2024-12-19 12:15:00-05:00,132.42999267578125,132.5500030517578,132.21499633789062,132.24000549316406,1331855,0.0,0.0,2024-12-19 12:15:00
2024-12-19 12:20:00-05:00,132.24000549316406,132.3498992919922,131.97999572753906,132.27499389648438,1663477,0.0,0.0,2024-12-19 12:20:00
2024-12-19 12:25:00-05:00,132.27499389648438,132.27999877929688,131.4499969482422,131.61729431152344,2124508,0.0,0.0,2024-12-19 12:25:00
2024-12-19 12:30:00-05:00,131.60499572753906,132.0500030517578,131.58999633789062,132.0500030517578,1987925,0.0,0.0,2024-12-19 12:30:00
2024-12-19 12:35:00-05:00,132.0500030517578,132.22999572753906,131.74440002441406,132.09500122070312,1693901,0.0,0.0,2024-12-19 12:35:00
2024-12-19 12:40:00-05:00,132.09609985351562,132.22999572753906,131.7100067138672,132.0500030517578,1475059,0.0,0.0,2024-12-19 12:40:00
2024-12-19 12:45:00-05:00,132.0399932861328,132.58999633789062,132.00050354003906,132.3300018310547,1881219,0.0,0.0,2024-12-19 12:45:00
2024-12-19 12:50:00-05:00,132.3300018310547,132.33799743652344,131.55999755859375,132.0200958251953,1792588,0.0,0.0,2024-12-19 12:50:00
2024-12-19 12:55:00-05:00,132.0399932861328,132.47740173339844,131.8800048828125,132.39599609375,1507522,0.0,0.0,2024-12-19 12:55:00
2024-12-19 13:00:00-05:00,132.3800048828125,132.3800048828125,131.52000427246094,131.66000366210938,1690543,0.0,0.0,2024-12-19 13:00:00
2024-12-19 13:05:00-05:00,131.6699981689453,132.0500030517578,131.52999877929688,131.960205078125,1415380,0.0,0.0,2024-12-19 13:05:00
2024-12-19 13:10:00-05:00,131.97000122070312,132.22999572753906,131.8300018310547,131.97999572753906,1341368,0.0,0.0,2024-12-19 13:10:00
2024-12-19 13:15:00-05:00,131.99859619140625,132.1699981689453,131.66000366210938,131.8000030517578,1337438,0.0,0.0,2024-12-19 13:15:00
2024-12-19 13:20:00-05:00,131.77999877929688,131.89999389648438,131.52000427246094,131.6699981689453,1173082,0.0,0.0,2024-12-19 13:20:00
2024-12-19 13:25:00-05:00,131.67999267578125,131.97000122070312,131.62049865722656,131.74000549316406,1108090,0.0,0.0,2024-12-19 13:25:00
2024-12-19 13:30:00-05:00,131.7449951171875,132.14999389648438,131.57000732421875,131.86000061035156,1310687,0.0,0.0,2024-12-19 13:30:00
2024-12-19 13:35:00-05:00,131.8560028076172,132.30999755859375,131.85000610351562,132.2100067138672,1287120,0.0,0.0,2024-12-19 13:35:00
2024-12-19 13:40:00-05:00,132.2100067138672,132.27999877929688,131.88999938964844,132.02999877929688,952935,0.0,0.0,2024-12-19 13:40:00
2024-12-19 13:45:00-05:00,132.02999877929688,132.3000030517578,131.9199981689453,132.11000061035156,1005356,0.0,0.0,2024-12-19 13:45:00
2024-12-19 13:50:00-05:00,132.1199951171875,132.22999572753906,131.99169921875,132.21499633789062,877058,0.0,0.0,2024-12-19 13:50:00
2024-12-19 13:55:00-05:00,132.21499633789062,132.9499969482422,132.18850708007812,132.88999938964844,1727849,0.0,0.0,2024-12-19 13:55:00
2024-12-19 14:00:00-05:00,132.8699951171875,132.8699951171875,132.39500427246094,132.6300048828125,1385484,0.0,0.0,2024-12-19 14:00:00
2024-12-19 14:05:00-05:00,132.6199951171875,132.6999053955078,132.33999633789062,132.35000610351562,1124012,0.0,0.0,2024-12-19 14:05:00
2024-12-19 14:10:00-05:00,132.3699951171875,132.47000122070312,132.2200927734375,132.3632049560547,1010376,0.0,0.0,2024-12-19 14:10:00
2024-12-19 14:15:00-05:00,132.35000610351562,132.5399932861328,132.25,132.30999755859375,909778,0.0,0.0,2024-12-19 14:15:00
2024-12-19 14:20:00-05:00,132.2917938232422,132.3800048828125,132.10000610351562,132.2899932861328,1071791,0.0,0.0,2024-12-19 14:20:00
2024-12-19 14:25:00-05:00,132.293701171875,132.41990661621094,132.0,132.0408935546875,1193916,0.0,0.0,2024-12-19 14:25:00
2024-12-19 14:30:00-05:00,132.05999755859375,132.08070373535156,131.860107421875,131.9199981689453,909328,0.0,0.0,2024-12-19 14:30:00
2024-12-19 14:35:00-05:00,131.9199981689453,132.08999633789062,131.56500244140625,131.66000366210938,1207139,0.0,0.0,2024-12-19 14:35:00
2024-12-19 14:40:00-05:00,131.66160583496094,131.77000427246094,131.47999572753906,131.67999267578125,1138954,0.0,0.0,2024-12-19 14:40:00
2024-12-19 14:45:00-05:00,131.64999389648438,131.84609985351562,131.30999755859375,131.75,1389933,0.0,0.0,2024-12-19 14:45:00
2024-12-19 14:50:00-05:00,131.74000549316406,131.96780395507812,131.67010498046875,131.8000030517578,1116908,0.0,0.0,2024-12-19 14:50:00
2024-12-19 14:55:00-05:00,131.8000030517578,131.89999389648438,131.52000427246094,131.5301055908203,1144042,0.0,0.0,2024-12-19 14:55:00
2024-12-19 15:00:00-05:00,131.5500030517578,131.65499877929688,131.10000610351562,131.37899780273438,1858067,0.0,0.0,2024-12-19 15:00:00
2024-12-19 15:05:00-05:00,131.3800048828125,131.38999938964844,131.10000610351562,131.14700317382812,1179215,0.0,0.0,2024-12-19 15:05:00
2024-12-19 15:10:00-05:00,131.13999938964844,131.4199981689453,130.9499969482422,131.39999389648438,1463043,0.0,0.0,2024-12-19 15:10:00
2024-12-19 15:15:00-05:00,131.41000366210938,131.6999969482422,131.32000732421875,131.5800018310547,1389582,0.0,0.0,2024-12-19 15:15:00
2024-12-19 15:20:00-05:00,131.58099365234375,132.08999633789062,131.44000244140625,132.04989624023438,1444729,0.0,0.0,2024-12-19 15:20:00
2024-12-19 15:25:00-05:00,132.0449981689453,132.0449981689453,131.55999755859375,131.57009887695312,1313621,0.0,0.0,2024-12-19 15:25:00
2024-12-19 15:30:00-05:00,131.58999633789062,131.89999389648438,131.11000061035156,131.13999938964844,1634544,0.0,0.0,2024-12-19 15:30:00
2024-12-19 15:35:00-05:00,131.13999938964844,131.5399932861328,130.58999633789062,131.4499969482422,2668275,0.0,0.0,2024-12-19 15:35:00
2024-12-19 15:40:00-05:00,131.44000244140625,131.6999969482422,131.14999389648438,131.2198944091797,1597805,0.0,0.0,2024-12-19 15:40:00
2024-12-19 15:45:00-05:00,131.1999969482422,131.3000030517578,130.74000549316406,130.8000030517578,1927810,0.0,0.0,2024-12-19 15:45:00
2024-12-19 15:50:00-05:00,130.7899932861328,130.7899932861328,130.3000030517578,130.55499267578125,2793042,0.0,0.0,2024-12-19 15:50:00
2024-12-19 15:55:00-05:00,130.55999755859375,131.14999389648438,130.55999755859375,130.6719970703125,4858248,0.0,0.0,2024-12-19 15:55:00
2024-12-20 09:30:00-05:00,129.80999755859375,129.91000366210938,128.50999450683594,129.27000427246094,37756867,0.0,0.0,2024-12-20 09:30:00
2024-12-20 09:35:00-05:00,129.29989624023438,130.0,128.55999755859375,129.99830627441406,4725095,0.0,0.0,2024-12-20 09:35:00
2024-12-20 09:40:00-05:00,129.99989318847656,130.0,128.9600067138672,129.14500427246094,3619687,0.0,0.0,2024-12-20 09:40:00
2024-12-20 09:45:00-05:00,129.1699981689453,129.5991973876953,128.4199981689453,128.55859375,3944355,0.0,0.0,2024-12-20 09:45:00
2024-12-20 09:50:00-05:00,128.5290069580078,129.39999389648438,128.22000122070312,129.39999389648438,3131346,0.0,0.0,2024-12-20 09:50:00
2024-12-20 09:55:00-05:00,129.39999389648438,129.7899932861328,129.36000061035156,129.6750030517578,2344125,0.0,0.0,2024-12-20 09:55:00
2024-12-20 10:00:00-05:00,129.69000244140625,130.5399932861328,129.6199951171875,130.35000610351562,3387982,0.0,0.0,2024-12-20 10:00:00
2024-12-20 10:05:00-05:00,130.35000610351562,131.0399932861328,130.3000030517578,130.42999267578125,3464646,0.0,0.0,2024-12-20 10:05:00
2024-12-20 10:10:00-05:00,130.4199981689453,131.2799072265625,130.13999938964844,131.22000122070312,2971482,0.0,0.0,2024-12-20 10:10:00
2024-12-20 10:15:00-05:00,131.22000122070312,131.42999267578125,130.85000610351562,131.11000061035156,2490795,0.0,0.0,2024-12-20 10:15:00
2024-12-20 10:20:00-05:00,131.10000610351562,131.66000366210938,131.0500030517578,131.65919494628906,2355663,0.0,0.0,2024-12-20 10:20:00
2024-12-20 10:25:00-05:00,131.64999389648438,132.5,131.52000427246094,132.44679260253906,3769578,0.0,0.0,2024-12-20 10:25:00
2024-12-20 10:30:00-05:00,132.4405059814453,132.83999633789062,132.36000061035156,132.72999572753906,2921867,0.0,0.0,2024-12-20 10:30:00
2024-12-20 10:35:00-05:00,132.72999572753906,133.4499969482422,132.64999389648438,133.4302978515625,3684188,0.0,0.0,2024-12-20 10:35:00
2024-12-20 10:40:00-05:00,133.43499755859375,133.5399932861328,132.72999572753906,133.27430725097656,3236873,0.0,0.0,2024-12-20 10:40:00
2024-12-20 10:45:00-05:00,133.2633056640625,133.38999938964844,132.75,132.81210327148438,2540627,0.0,0.0,2024-12-20 10:45:00
2024-12-20 10:50:00-05:00,132.83999633789062,133.25999450683594,132.83009338378906,133.11000061035156,1621621,0.0,0.0,2024-12-20 10:50:00
2024-12-20 10:55:00-05:00,133.10000610351562,133.36099243164062,132.8533935546875,132.94529724121094,1810278,0.0,0.0,2024-12-20 10:55:00
2024-12-20 11:00:00-05:00,132.9600067138672,133.60000610351562,132.8000030517578,133.58999633789062,5526166,0.0,0.0,2024-12-20 11:00:00
2024-12-20 11:05:00-05:00,133.58999633789062,133.74000549316406,133.19000244140625,133.2772979736328,2120894,0.0,0.0,2024-12-20 11:05:00
2024-12-20 11:10:00-05:00,133.25999450683594,133.8300018310547,133.17999267578125,133.79110717773438,2170837,0.0,0.0,2024-12-20 11:10:00
2024-12-20 11:15:00-05:00,133.8000030517578,133.91000366210938,133.55999755859375,133.83999633789062,2033692,0.0,0.0,2024-12-20 11:15:00
2024-12-20 11:20:00-05:00,133.83900451660156,134.14999389648438,133.69009399414062,134.1300048828125,2705299,0.0,0.0,2024-12-20 11:20:00
2024-12-20 11:25:00-05:00,134.125,134.14999389648438,133.72000122070312,133.91000366210938,1694417,0.0,0.0,2024-12-20 11:25:00
2024-12-20 11:30:00-05:00,133.91000366210938,134.35000610351562,133.82000732421875,134.05999755859375,2062739,0.0,0.0,2024-12-20 11:30:00
2024-12-20 11:35:00-05:00,134.05999755859375,134.7100067138672,134.00999450683594,134.61000061035156,2446205,0.0,0.0,2024-12-20 11:35:00
2024-12-20 11:40:00-05:00,134.60000610351562,134.8000030517578,134.36000061035156,134.75079345703125,2074323,0.0,0.0,2024-12-20 11:40:00
2024-12-20 11:45:00-05:00,134.75889587402344,134.75999450683594,134.1999969482422,134.4499969482422,2110958,0.0,0.0,2024-12-20 11:45:00
2024-12-20 11:50:00-05:00,134.4600067138672,134.69000244140625,133.8800048828125,133.94850158691406,2283658,0.0,0.0,2024-12-20 11:50:00
2024-12-20 11:55:00-05:00,133.92999267578125,134.468994140625,133.91000366210938,134.352294921875,1785119,0.0,0.0,2024-12-20 11:55:00
2024-12-20 12:00:00-05:00,134.36000061035156,134.45989990234375,134.0399932861328,134.17999267578125,1446635,0.0,0.0,2024-12-20 12:00:00
2024-12-20 12:05:00-05:00,134.19000244140625,134.77000427246094,133.9801025390625,134.75660705566406,2459359,0.0,0.0,2024-12-20 12:05:00
2024-12-20 12:10:00-05:00,134.7572021484375,134.92999267578125,134.61000061035156,134.77000427246094,1751294,0.0,0.0,2024-12-20 12:10:00
2024-12-20 12:15:00-05:00,134.77000427246094,135.0,134.67010498046875,134.97999572753906,1660024,0.0,0.0,2024-12-20 12:15:00
2024-12-20 12:20:00-05:00,134.97000122070312,135.00999450683594,134.7100067138672,134.86000061035156,2071327,0.0,0.0,2024-12-20 12:20:00
2024-12-20 12:25:00-05:00,134.8699951171875,134.99000549316406,134.74000549316406,134.98489379882812,2984333,0.0,0.0,2024-12-20 12:25:00
2024-12-20 12:30:00-05:00,134.97999572753906,135.02999877929688,134.3000030517578,134.5092010498047,2251436,0.0,0.0,2024-12-20 12:30:00
2024-12-20 12:35:00-05:00,134.50999450683594,135.2100067138672,134.4635009765625,135.12939453125,2014289,0.0,0.0,2024-12-20 12:35:00
2024-12-20 12:40:00-05:00,135.12989807128906,135.27999877929688,135.01010131835938,135.1251983642578,1649358,0.0,0.0,2024-12-20 12:40:00
2024-12-20 12:45:00-05:00,135.1300048828125,135.17999267578125,134.6815948486328,134.85000610351562,1630105,0.0,0.0,2024-12-20 12:45:00
2024-12-20 12:50:00-05:00,134.8459014892578,134.99600219726562,134.75999450683594,134.9199981689453,1162431,0.0,0.0,2024-12-20 12:50:00
2024-12-20 12:55:00-05:00,134.92999267578125,134.95989990234375,134.41000366210938,134.44000244140625,1587291,0.0,0.0,2024-12-20 12:55:00
2024-12-20 13:00:00-05:00,134.4499969482422,134.60000610351562,134.24000549316406,134.3000030517578,1659496,0.0,0.0,2024-12-20 13:00:00
2024-12-20 13:05:00-05:00,134.3000030517578,134.51499938964844,134.22000122070312,134.4250030517578,1382366,0.0,0.0,2024-12-20 13:05:00
2024-12-20 13:10:00-05:00,134.42999267578125,134.4698944091797,134.02999877929688,134.1300048828125,1412229,0.0,0.0,2024-12-20 13:10:00
2024-12-20 13:15:00-05:00,134.1300048828125,134.16000366210938,133.5399932861328,133.95989990234375,3144667,0.0,0.0,2024-12-20 13:15:00
2024-12-20 13:20:00-05:00,133.9499969482422,134.00999450683594,133.63999938964844,133.7935028076172,1243063,0.0,0.0,2024-12-20 13:20:00
2024-12-20 13:25:00-05:00,133.8000030517578,133.99000549316406,133.61000061035156,133.69000244140625,1320812,0.0,0.0,2024-12-20 13:25:00
2024-12-20 13:30:00-05:00,133.6970977783203,133.9438018798828,133.5800018310547,133.66639709472656,2159919,0.0,0.0,2024-12-20 13:30:00
2024-12-20 13:35:00-05:00,133.6699981689453,134.0800018310547,133.63999938964844,133.8699951171875,1717593,0.0,0.0,2024-12-20 13:35:00
2024-12-20 13:40:00-05:00,133.86000061035156,133.9600067138672,133.6699981689453,133.8800048828125,1100495,0.0,0.0,2024-12-20 13:40:00
2024-12-20 13:45:00-05:00,133.860107421875,134.07000732421875,133.8101043701172,133.87789916992188,1103025,0.0,0.0,2024-12-20 13:45:00
2024-12-20 13:50:00-05:00,133.88999938964844,134.25,133.80999755859375,134.22000122070312,1413695,0.0,0.0,2024-12-20 13:50:00
2024-12-20 13:55:00-05:00,134.2100067138672,134.4199981689453,134.02999877929688,134.1154022216797,1915481,0.0,0.0,2024-12-20 13:55:00
2024-12-20 14:00:00-05:00,134.0850067138672,134.3000030517578,133.9499969482422,134.10000610351562,1299292,0.0,0.0,2024-12-20 14:00:00
2024-12-20 14:05:00-05:00,134.10000610351562,134.389892578125,134.02000427246094,134.389892578125,1219817,0.0,0.0,2024-12-20 14:05:00
2024-12-20 14:10:00-05:00,134.3804931640625,134.47999572753906,134.2845001220703,134.43260192871094,1135712,0.0,0.0,2024-12-20 14:10:00
2024-12-20 14:15:00-05:00,134.44500732421875,134.6999969482422,134.3699951171875,134.69000244140625,1217183,0.0,0.0,2024-12-20 14:15:00
2024-12-20 14:20:00-05:00,134.66909790039062,134.8000030517578,134.55999755859375,134.74000549316406,1235982,0.0,0.0,2024-12-20 14:20:00
2024-12-20 14:25:00-05:00,134.72999572753906,134.99000549316406,134.7100067138672,134.92970275878906,1434130,0.0,0.0,2024-12-20 14:25:00
2024-12-20 14:30:00-05:00,134.9199981689453,135.02999877929688,134.77049255371094,134.89520263671875,1969646,0.0,0.0,2024-12-20 14:30:00
2024-12-20 14:35:00-05:00,134.89100646972656,135.0,134.66000366210938,134.67999267578125,1487400,0.0,0.0,2024-12-20 14:35:00
2024-12-20 14:40:00-05:00,134.6999969482422,134.83999633789062,134.57000732421875,134.6199951171875,1350361,0.0,0.0,2024-12-20 14:40:00
2024-12-20 14:45:00-05:00,134.6199951171875,134.77999877929688,134.5200958251953,134.57000732421875,952804,0.0,0.0,2024-12-20 14:45:00
2024-12-20 14:50:00-05:00,134.5800018310547,134.60000610351562,134.24000549316406,134.3300018310547,1322389,0.0,0.0,2024-12-20 14:50:00
2024-12-20 14:55:00-05:00,134.34500122070312,134.55999755859375,134.27000427246094,134.39999389648438,1095139,0.0,0.0,2024-12-20 14:55:00
2024-12-20 15:00:00-05:00,134.41000366210938,134.4875946044922,134.17999267578125,134.24000549316406,1115422,0.0,0.0,2024-12-20 15:00:00
2024-12-20 15:05:00-05:00,134.25,134.37989807128906,134.07000732421875,134.08999633789062,1367216,0.0,0.0,2024-12-20 15:05:00
2024-12-20 15:10:00-05:00,134.0749969482422,134.19000244140625,133.77000427246094,133.77499389648438,1595246,0.0,0.0,2024-12-20 15:10:00
2024-12-20 15:15:00-05:00,133.77000427246094,134.10000610351562,133.6999969482422,134.0800018310547,1776610,0.0,0.0,2024-12-20 15:15:00
2024-12-20 15:20:00-05:00,134.05999755859375,134.0800018310547,133.7899932861328,133.92999267578125,1436827,0.0,0.0,2024-12-20 15:20:00
2024-12-20 15:25:00-05:00,133.92999267578125,134.10989379882812,133.8300018310547,133.889892578125,3124661,0.0,0.0,2024-12-20 15:25:00
2024-12-20 15:30:00-05:00,133.88999938964844,133.97500610351562,133.02999877929688,133.0500030517578,2546450,0.0,0.0,2024-12-20 15:30:00
2024-12-20 15:35:00-05:00,133.0500030517578,133.47689819335938,133.0500030517578,133.21270751953125,2465329,0.0,0.0,2024-12-20 15:35:00
2024-12-20 15:40:00-05:00,133.22000122070312,133.42990112304688,132.89999389648438,133.14869689941406,1865414,0.0,0.0,2024-12-20 15:40:00
2024-12-20 15:45:00-05:00,133.1300048828125,133.72999572753906,133.1300048828125,133.6300048828125,2220619,0.0,0.0,2024-12-20 15:45:00
2024-12-20 15:50:00-05:00,133.6199951171875,134.1699981689453,133.52999877929688,134.02000427246094,4600404,0.0,0.0,2024-12-20 15:50:00
2024-12-20 15:55:00-05:00,134.02000427246094,135.00999450683594,133.94500732421875,134.9600067138672,10411350,0.0,0.0,2024-12-20 15:55:00
2024-12-23 09:30:00-05:00,136.27999877929688,137.41000366210938,135.9600067138672,136.97000122070312,14739312,0.0,0.0,2024-12-23 09:30:00
2024-12-23 09:35:00-05:00,136.97000122070312,137.82000732421875,136.67999267578125,137.6988983154297,5286892,0.0,0.0,2024-12-23 09:35:00
2024-12-23 09:40:00-05:00,137.68240356445312,137.6999969482422,136.4698944091797,136.5800018310547,3611547,0.0,0.0,2024-12-23 09:40:00
2024-12-23 09:45:00-05:00,136.58990478515625,136.85000610351562,136.22000122070312,136.42469787597656,2976565,0.0,0.0,2024-12-23 09:45:00
2024-12-23 09:50:00-05:00,136.42239379882812,136.8699951171875,135.97999572753906,136.50360107421875,3779563,0.0,0.0,2024-12-23 09:50:00
2024-12-23 09:55:00-05:00,136.49989318847656,137.32000732421875,136.25999450683594,137.3195037841797,3364030,0.0,0.0,2024-12-23 09:55:00
2024-12-23 10:00:00-05:00,137.30499267578125,137.3800048828125,136.70010375976562,137.00999450683594,2870258,0.0,0.0,2024-12-23 10:00:00
2024-12-23 10:05:00-05:00,137.02000427246094,137.11000061035156,135.86000061035156,135.88540649414062,3427017,0.0,0.0,2024-12-23 10:05:00
2024-12-23 10:10:00-05:00,135.8699951171875,136.16000366210938,135.12010192871094,136.08990478515625,4191406,0.0,0.0,2024-12-23 10:10:00
2024-12-23 10:15:00-05:00,136.08990478515625,136.36990356445312,135.86000061035156,136.08999633789062,2008565,0.0,0.0,2024-12-23 10:15:00
2024-12-23 10:20:00-05:00,136.08599853515625,136.8000030517578,136.00999450683594,136.66709899902344,2112347,0.0,0.0,2024-12-23 10:20:00
2024-12-23 10:25:00-05:00,136.64999389648438,136.6999969482422,136.05999755859375,136.1999969482422,1630035,0.0,0.0,2024-12-23 10:25:00
2024-12-23 10:30:00-05:00,136.1999969482422,136.32000732421875,135.8300018310547,136.02499389648438,1825918,0.0,0.0,2024-12-23 10:30:00
2024-12-23 10:35:00-05:00,136.02000427246094,136.74000549316406,135.85000610351562,136.73590087890625,1731369,0.0,0.0,2024-12-23 10:35:00
2024-12-23 10:40:00-05:00,136.73989868164062,136.94000244140625,136.1302032470703,136.16990661621094,1816502,0.0,0.0,2024-12-23 10:40:00
2024-12-23 10:45:00-05:00,136.14999389648438,136.27999877929688,136.0399932861328,136.11000061035156,1483830,0.0,0.0,2024-12-23 10:45:00
2024-12-23 10:50:00-05:00,136.11520385742188,136.55990600585938,136.02000427246094,136.35499572753906,1399033,0.0,0.0,2024-12-23 10:50:00
2024-12-23 10:55:00-05:00,136.36000061035156,136.72000122070312,136.27000427246094,136.5500030517578,1399861,0.0,0.0,2024-12-23 10:55:00
2024-12-23 11:00:00-05:00,136.5399932861328,137.3000030517578,136.50070190429688,137.28500366210938,2311686,0.0,0.0,2024-12-23 11:00:00
2024-12-23 11:05:00-05:00,137.28399658203125,137.5,137.16000366210938,137.47999572753906,1998573,0.0,0.0,2024-12-23 11:05:00
2024-12-23 11:10:00-05:00,137.48989868164062,137.49000549316406,137.07000732421875,137.2042999267578,1532940,0.0,0.0,2024-12-23 11:10:00
2024-12-23 11:15:00-05:00,137.1999969482422,137.50999450683594,137.1999969482422,137.47079467773438,1399785,0.0,0.0,2024-12-23 11:15:00
2024-12-23 11:20:00-05:00,137.47000122070312,137.47000122070312,136.9499969482422,137.07020568847656,1357460,0.0,0.0,2024-12-23 11:20:00
2024-12-23 11:25:00-05:00,137.0767059326172,137.27999877929688,137.03900146484375,137.25990295410156,1056114,0.0,0.0,2024-12-23 11:25:00
2024-12-23 11:30:00-05:00,137.25,137.2698974609375,136.85000610351562,137.06300354003906,1021145,0.0,0.0,2024-12-23 11:30:00
2024-12-23 11:35:00-05:00,137.05999755859375,137.3000030517578,137.0500030517578,137.10009765625,1034168,0.0,0.0,2024-12-23 11:35:00
2024-12-23 11:40:00-05:00,137.09820556640625,137.72000122070312,137.0399932861328,137.6699981689453,1806417,0.0,0.0,2024-12-23 11:40:00
2024-12-23 11:45:00-05:00,137.6699981689453,137.86000061035156,137.50999450683594,137.59010314941406,2059504,0.0,0.0,2024-12-23 11:45:00
2024-12-23 11:50:00-05:00,137.60760498046875,138.0500030517578,137.55999755859375,137.96499633789062,2586803,0.0,0.0,2024-12-23 11:50:00
2024-12-23 11:55:00-05:00,137.96029663085938,138.3699951171875,137.83999633789062,138.3699951171875,1864878,0.0,0.0,2024-12-23 11:55:00
2024-12-23 12:00:00-05:00,138.3699951171875,138.47000122070312,138.13999938964844,138.25999450683594,1805908,0.0,0.0,2024-12-23 12:00:00
2024-12-23 12:05:00-05:00,138.2637939453125,138.3000030517578,138.0,138.1407928466797,1602579,0.0,0.0,2024-12-23 12:05:00
2024-12-23 12:10:00-05:00,138.13999938964844,138.22999572753906,137.83999633789062,137.92999267578125,1205988,0.0,0.0,2024-12-23 12:10:00
