Date,Open,High,Low,Close,Volume
2019-01-02,3.239712573772555,3.434134866200361,3.2250812901389825,3.378089666366577,508752000
2019-01-03,3.3178293830202517,3.3518037393822246,3.1665568792148475,3.1739964485168457,705552000
2019-01-04,3.2471520694999643,3.4155357533440918,3.216401683992916,3.3773458003997803,585620000
2019-01-07,3.4346312224892945,3.5930954160696635,3.383297564794559,3.556145191192627,709160000
2019-01-08,3.6377330621963013,3.6399651454446142,3.3949529762612007,3.467613458633423,786016000
2019-01-09,3.518946864579622,3.5831758993446647,3.468357471329864,3.5358102321624756,617260000
2019-01-10,3.5164670567007463,3.610206272316481,3.4559579260523408,3.6015267372131348,523156000
2019-01-11,3.579207873323792,3.7136174539838236,3.5514333604048423,3.690802574157715,874764000
2019-01-14,3.6384772229355473,3.756023442160232,3.6149183141722716,3.7307286262512207,730168000
2019-01-15,3.763463238141369,3.8028934016941225,3.6982425539341723,3.7165937423706055,617012000
2019-01-16,3.7438715232649957,3.7768537540223748,3.6855944804421106,3.6910500526428223,470104000
2019-01-17,3.6580686756163976,3.8023975415571205,3.630789862248129,3.7624714374542236,493436000
2019-01-18,3.8123170558776285,3.9177119339503457,3.7607355403503098,3.8916730880737305,651336000
2019-01-22,3.861419202203305,3.8730746152278335,3.659061101245948,3.6893155574798584,661552000
2019-01-23,3.7446159837249957,3.833395569520284,3.670963622006598,3.702209949493408,591020000
2019-01-24,3.7867736966573133,3.931846327910796,3.7820619153662105,3.9142394065856934,708972000
2019-01-25,3.854722524281359,3.989627814610172,3.7520556783600876,3.971524715423584,1154572000
2019-01-28,3.386273432461683,3.512499182488702,3.248640360636354,3.4224796295166016,2511528000
2019-01-29,3.3763542062585428,3.424711993320562,3.2488884783764145,3.263519763946533,1153932000
2019-01-30,3.3396514987524863,3.421487448791008,3.2600473952605458,3.407104253768921,974228000
2019-01-31,3.403880459302214,3.600534837150917,3.382057459382802,3.5648245811462402,842852000
2019-02-01,3.5834231653761215,3.6402123863986136,3.5358096543919046,3.5891268253326416,625048000
2019-02-04,3.604998718313107,3.7366802794107796,3.5829278656704453,3.6994822025299072,528592000
2019-02-05,3.7113854301059694,3.7552792834025377,3.6776591677367065,3.7185771465301514,542424000
2019-02-06,3.7518074987727887,3.8586904206441663,3.7463519258904423,3.7942135334014893,702464000
2019-02-07,3.7478401411496494,3.7500719881556295,3.612934839847736,3.655836582183838,637120000
2019-02-08,3.5886311978525756,3.6850984319181888,3.57424800268967,3.6744351387023926,461604000
2019-02-11,3.6302930459116847,3.684602334922174,3.583423323978086,3.6317811012268066,495180000
2019-02-12,3.6702197507278322,3.764455149871475,3.655836317287709,3.7488317489624023,591060000
2019-02-13,3.7783426906889646,3.86439450019542,3.764703284006496,3.7912380695343018,605372000
2019-02-14,3.7902453736907082,3.860425914386506,3.7470953159257756,3.832155227661133,827264000
2019-02-15,4.040961090730721,4.063775732993739,3.879025092779752,3.9018399715423584,1516748000
2019-02-19,3.8911767300506352,3.965077180813806,3.872081751893534,3.8844809532165527,551892000
2019-02-20,3.9137432825321965,3.999051050043662,3.9025840493253865,3.9318463802337646,540988000
2019-02-21,3.9444935979021,3.969044145543007,3.848274219755831,3.862905502319336,448548000
2019-02-22,3.9147349605004456,3.9665643130962116,3.9010955576070065,3.9477171897888184,401740000
2019-02-25,4.031290012767143,4.098742538908199,3.9266389363137773,3.9353187084198,656020000
2019-02-26,3.9306074271533733,3.986652638346919,3.862410628064176,3.8958890438079834,488464000
2019-02-27,3.8815055359613044,3.90804008372144,3.7969415496706462,3.8539788722991943,500256000
2019-02-28,3.847772786192408,3.8701147305718178,3.807060977529356,3.8294026851654053,324944000
2019-03-01,3.8792997890162333,3.925969482599052,3.8209626720377097,3.883768320083618,357188000
2019-03-04,3.922245534230172,3.9450839275667198,3.835360254696853,3.8919599056243896,409992000
2019-03-05,3.8763197943244565,3.923734269663575,3.8219545355944686,3.885504961013794,362924000
2019-03-06,3.8765690017093712,3.8850091391029578,3.771810303313121,3.774540901184082,403524000
2019-03-07,3.7509575687181855,3.760639187902751,3.659107542067166,3.7052807807922363,450104000
2019-03-08,3.615913418424627,3.750213190881308,3.594564375834374,3.7395386695861816,422416000
2019-03-11,3.7631221023920296,4.02303270935189,3.715955720014151,4.000194549560547,859728000
2019-03-12,4.02799643850524,4.080872107640927,3.9517856924946715,4.034451007843018,579576000
2019-03-13,4.071936551908307,4.215172913611284,4.0644890792848045,4.185880184173584,768900000
2019-03-14,4.195065715272198,4.206981483103949,4.102222537193803,4.109918117523193,519384000
2019-03-15,4.153110832641049,4.258117845459178,4.149635441143015,4.215420246124268,661484000
2019-03-18,4.246949857879251,4.30081893740077,4.167015323824857,4.1940741539001465,486992000
2019-03-19,4.2886537092727535,4.406321338326822,4.271773430802788,4.3618855476379395,854972000
2019-03-20,4.390927484616443,4.444299832753828,4.2946089616351335,4.3293633460998535,719148000
2019-03-21,4.35245170618012,4.592502835773583,4.347486724612745,4.566188812255859,824312000
2019-03-22,4.538882161477809,4.587537652940688,4.392418526072862,4.406320095062256,747644000
2019-03-25,4.365608576718421,4.429903337521941,4.247692866090054,4.313973903656006,525212000
2019-03-26,4.45572130828319,4.511824283445062,4.334330187900071,4.390681743621826,703508000
2019-03-27,4.416249870253587,4.462670976092189,4.311987633773278,4.381495475769043,474372000
2019-03-28,4.407560580264406,4.465897920477431,4.346989330150034,4.400113582611084,480264000
2019-03-29,4.466891294303439,4.481786238158467,4.416498107371956,4.457458019256592,456896000
2019-04-01,4.549308290520308,4.555266173379963,4.4775660626722535,4.524980545043945,483824000
2019-04-02,4.549059818274625,4.587289129525337,4.506113633123992,4.542853355407715,440920000
2019-04-03,4.592501923831443,4.741448026869244,4.587536943249974,4.682365894317627,783504000
2019-04-04,4.666976824146778,4.715880910406218,4.610625737173891,4.673431396484375,457376000
2019-04-05,4.716625193444314,4.757585586871558,4.680133568144483,4.740208148956299,481744000
2019-04-08,4.709672730426062,4.7861318201689595,4.685593095868655,4.761059284210205,424192000
2019-04-09,4.727547792911454,4.738718765625989,4.6560536622357755,4.6982550621032715,439972000
2019-04-10,4.697509421796406,4.794572292577351,4.693041128212338,4.768754959106445,444772000
2019-04-11,4.771237306905374,4.8027644150323265,4.705452966667689,4.754853248596191,374600000
2019-04-12,4.79357990625329,4.797551986247509,4.708184211014587,4.716872692108154,471708000
2019-04-15,4.709176559446569,4.714141540484422,4.545335973090649,4.585054874420166,440092000
2019-04-16,4.62427805978599,4.691055310036598,4.591509938985585,4.672188758850098,394964000
2019-04-17,4.707190823120009,4.728043175590455,4.627008224820563,4.649350166320801,351004000
2019-04-18,4.656053942436439,4.690063076732794,4.596971789671692,4.624774932861328,380988000
2019-04-22,4.601191689291169,4.694282970526065,4.569665048107981,4.678643703460693,279936000
2019-04-23,4.691798796105448,4.764534382746996,4.6821174161796595,4.733255386352539,346856000
2019-04-24,4.743683564760098,4.786381654836479,4.682864188966545,4.745669841766357,318204000
2019-04-25,4.705453615936795,4.727795559758167,4.560231454584585,4.639917373657227,499296000
2019-04-26,4.486005694939584,4.490474461932608,4.3020575522728395,4.420966148376465,868988000
2019-04-29,4.428910691860955,4.479552466212444,4.3566717668059525,4.451749324798584,391920000
2019-04-30,4.419477508281276,4.518774782191055,4.400362848158072,4.493206024169922,362920000
2019-05-01,4.545584412129415,4.5877858026645955,4.479799599141651,4.480048179626465,354280000
2019-05-02,4.489730515769856,4.589275894172792,4.446536214568908,4.547571182250977,394684000
2019-05-03,4.556009497006708,4.565938982909261,4.481536222048201,4.543100833892822,336824000
2019-05-06,4.356671096286591,4.476821179167609,4.3194346842687,4.464657306671143,422176000
2019-05-07,4.416250438270823,4.416250438270823,4.249182542008485,4.297341823577881,555220000
2019-05-08,4.269786030511595,4.397631210866523,4.257870265760876,4.317448616027832,419168000
2019-05-09,4.2484383763267335,4.258119760785058,4.10594678732724,4.224854946136475,660248000
2019-05-10,4.194072775236658,4.259609024226092,4.071192071638092,4.190845489501953,569500000
2019-05-13,4.058779792142141,4.081866531226427,3.9175292331966305,3.9334168434143066,656912000
2019-05-14,3.973135514101189,4.057786890749061,3.934409745325832,4.022536277770996,524880000
2019-05-15,3.9669289379670354,3.997959359209243,3.907598929749503,3.961467742919922,502320000
2019-05-16,3.956005938820116,4.019308020605906,3.9135564439804913,3.976609945297241,781088000
2019-05-17,3.9346577028896856,4.063992482299121,3.846283072076872,3.885753631591797,1022068000
2019-05-20,3.7869531115926662,3.8420631769313274,3.742269223643837,3.7670936584472656,572064000
2019-05-21,3.8279129568241217,3.8651493693046532,3.7891869552681,3.84926176071167,361848000
2019-05-22,3.810536192178142,3.836601634908467,3.767341657914055,3.7782645225524902,325868000
2019-05-23,3.7159552197337873,3.7159552197337873,3.5972949585968887,3.6571216583251953,591844000
2019-05-24,3.6759877758779944,3.7112383841353713,3.5965499721659673,3.603252649307251,357584000
2019-05-28,3.6208777240196746,3.653645839649054,3.5560860504846277,3.558072090148926,428356000
2019-05-29,3.5104092693307596,3.545411531622242,3.4490932243864623,3.4838473796844482,559800000
2019-05-30,3.4870785422764943,3.5228664042537723,3.418982177332677,3.4572553634643555,394300000
2019-05-31,3.4082953599182693,3.4756460779768945,3.364803136714501,3.3665428161621094,389720000
2019-06-03,3.377727474159388,3.4164976871834765,3.2954652628841874,3.324791431427002,478644000
2019-06-04,3.3889110007050216,3.559151944682557,3.366792180455374,3.5539329051971436,641836000
2019-06-05,3.6277446463103487,3.6332123120175956,3.474900766848931,3.511185646057129,511616000
2019-06-06,3.5154108467213923,3.5979216693122593,3.5129255224412077,3.573317527770996,408140000
2019-06-07,3.579281937356025,3.650360405027352,3.560145226279202,3.6160638332366943,348856000
2019-06-10,3.6722312006744007,3.7574759768515027,3.6722312006744007,3.68888258934021,402780000
2019-06-11,3.7487770048988507,3.786553173039198,3.7070246973924283,3.7465403079986572,383872000
2019-06-12,3.7030489070295656,3.7092622187038953,3.6183013741087198,3.6334614753723145,358892000
2019-06-13,3.6555790908254657,3.7030476861039667,3.6379336707099807,3.684656858444214,308080000
2019-06-14,3.5914600676704427,3.6158155826515177,3.549956146501057,3.5946907997131348,394428000
2019-06-17,3.5929513564974975,3.641414236435468,3.5700868924130655,3.604383707046509,276040000
2019-06-18,3.6657696781099682,3.854898461188094,3.654834582297771,3.7994771003723145,581920000
2019-06-19,3.8347680219492943,3.84620013546773,3.779346423069743,3.8054418563842773,331644000
2019-06-20,3.8961534758941485,3.9100709118068635,3.8153823377404272,3.82979679107666,350168000
2019-06-21,3.814885809259023,3.8640940956974728,3.76518026831977,3.771641969680786,434428000
2019-06-24,3.793014697046775,3.823583518629859,3.745794489068502,3.794008731842041,282948000
2019-06-25,3.7989805415228597,3.8740356428277667,3.761950008420021,3.764683723449707,311868000
2019-06-26,3.8921776974861766,4.019175030742223,3.8792542944349466,3.9580371379852295,584072000
2019-06-27,4.043778734590888,4.075838613352933,4.007742242002239,4.056702136993408,445440000
2019-06-28,4.100691845030801,4.109887498900171,4.034832400420529,4.081555366516113,397668000
2019-07-01,4.288824814754491,4.323121617190344,4.092240124189233,4.129767894744873,709756000
2019-07-02,4.113117062189283,4.134242080067245,4.018677116339211,4.031848907470703,400228000
2019-07-03,4.055211180678383,4.060927474643613,3.9848783434196595,4.044773101806641,246636000
2019-07-05,3.9863688825457624,3.9908422763590785,3.9187692988289533,3.9821438789367676,396552000
2019-07-08,3.922497721851717,3.9413858080799846,3.8770174229728323,3.9070889949798584,329788000
2019-07-09,3.8648393796412552,3.9376577719923174,3.852164604575563,3.909574270248413,342860000
2019-07-10,3.9530658592244414,4.035328044250681,3.9391484242249866,3.9779186248779297,452076000
2019-07-11,4.0509864686989845,4.173261792919119,4.013707545176426,4.132503509521484,682560000
2019-07-12,4.160335963534648,4.2366339200717835,4.160335963534648,4.165555000305176,506392000
2019-07-15,4.186680945019768,4.202834839181554,4.128774273357417,4.157105922698975,289840000
2019-07-16,4.142195546455265,4.17947446639719,4.0967150081514365,4.152385234832764,341444000
2019-07-17,4.154124241002024,4.224705929409694,4.124798079904971,4.217747211456299,348204000
